,,Control,15c,15c,Control,15an,15a,15an,15a
ENSG00000242017,,0,0,0,0,0,0,0,0
ENSG00000227709,,0,0,0,0,0,2,0,0
ENSG00000272990,,6,0,0,5,0,0,0,0
ENSG00000114850,,454,1233,240,394,1597,863,965,579
ENSG00000243926,,0,35,0,0,16,49,2,2
ENSG00000163659,,259,2463,481,252,4874,1485,1986,618
ENSG00000174912,,0,10,2,27,133,60,15,9
ENSG00000240875,,8,51,33,63,95,81,63,49
ENSG00000230457,,31,40,6,7,45,17,21,1
ENSG00000197980,,0,66,18,8,115,66,70,28
ENSG00000243629,,0,12,0,14,54,0,0,0
ENSG00000241544,,0,0,0,0,22,20,0,0
ENSG00000241135,,10,0,0,0,0,0,0,0
ENSG00000163660,,429,1276,252,448,1638,1031,949,728
ENSG00000244515,,0,15,0,1,2,0,0,1
ENSG00000241770,,0,0,0,0,2,0,0,0
ENSG00000243176,,8,25,0,0,34,20,0,0
ENSG00000197415,,0,0,0,0,0,0,0,0
ENSG00000163661,,0,0,0,0,4,0,0,0
ENSG00000174899,,0,0,0,0,0,0,0,0
ENSG00000168779,,0,88,22,69,147,37,24,55
ENSG00000174891,,183,300,139,250,393,275,232,209
ENSG00000277143,,0,0,0,0,0,0,0,0
ENSG00000243314,,0,0,0,0,2,0,0,0
ENSG00000178053,,68,192,42,36,219,54,101,39
ENSG00000168827,,195,552,108,364,858,374,287,331
ENSG00000079257,,2,0,0,38,16,9,2,0
ENSG00000272087,,0,2,0,15,0,2,0,24
ENSG00000272440,,6,20,4,48,8,13,4,0
ENSG00000118849,,22,77,0,60,327,62,0,41
ENSG00000118855,,90,516,137,250,710,416,215,160
ENSG00000240207,,20,77,0,32,77,18,37,38
ENSG00000243675,,4,0,0,0,0,0,0,0
ENSG00000272247,,0,2,0,0,19,0,0,0
ENSG00000232374,,0,0,0,0,18,2,0,4
ENSG00000279311,,0,0,0,0,0,2,0,0
ENSG00000250588,,70,261,58,95,291,148,153,82
ENSG00000243116,,0,0,0,0,0,0,0,0
ENSG00000241211,,0,12,0,20,42,0,2,0
ENSG00000252763,,0,0,0,3,21,0,14,0
ENSG00000151967,,25,11,12,18,33,4,12,6
ENSG00000168811,,0,0,0,2,0,6,4,8
ENSG00000184100,,36,43,0,39,99,10,46,50
ENSG00000180044,,0,0,0,0,0,4,0,0
ENSG00000068885,,72,110,33,75,112,127,25,18
ENSG00000113810,,403,353,80,460,420,561,265,286
ENSG00000207779,,0,0,0,1,0,0,0,0
ENSG00000198987,,0,0,0,8,0,0,0,0
ENSG00000213186,,114,81,40,113,125,119,14,101
ENSG00000244009,,0,0,0,6,0,2,0,6
ENSG00000186432,,726,1193,325,689,2123,1261,892,696
ENSG00000238741,,290,642,212,386,1148,509,508,280
ENSG00000229320,,30,54,12,15,33,38,26,11
ENSG00000179674,,0,0,0,20,8,0,28,7
ENSG00000260572,,8,0,0,4,6,0,0,2
ENSG00000163590,,63,165,28,80,353,186,51,81
ENSG00000169255,,67,249,65,86,145,175,150,41
ENSG00000169251,,361,524,198,507,764,501,497,358
ENSG00000271052,,4,0,0,4,7,13,0,0
ENSG00000196542,,386,387,112,487,473,312,181,156
ENSG00000269888,,0,0,0,0,0,0,0,0
ENSG00000234851,,0,0,0,0,0,2,0,0
ENSG00000241874,,0,0,0,0,0,0,0,0
ENSG00000241168,,0,0,0,0,0,0,0,0
ENSG00000241369,,0,0,0,0,0,0,0,0
ENSG00000241767,,0,0,0,0,0,0,0,0
ENSG00000121871,,0,0,0,0,0,0,0,0
ENSG00000244128,,0,0,0,0,0,5,0,10
ENSG00000114200,,0,4,0,0,0,4,0,0
ENSG00000224962,,0,0,0,0,0,0,0,0
ENSG00000114204,,0,0,0,0,0,0,0,0
ENSG00000174776,,0,32,0,0,0,8,0,0
ENSG00000114209,,108,302,74,275,516,204,89,166
ENSG00000241120,,0,0,6,0,0,22,10,0
ENSG00000163536,,0,0,0,0,28,14,10,4
ENSG00000173905,,480,911,251,777,1277,835,684,515
ENSG00000085276,,9,58,32,46,38,40,14,11
ENSG00000213178,,236,419,129,526,1043,559,312,334
ENSG00000242795,,0,0,0,0,0,0,0,0
ENSG00000244381,,1,0,0,0,0,0,0,0
ENSG00000184378,,32,8,0,0,26,0,2,4
ENSG00000085274,,33,163,94,32,130,79,44,84
ENSG00000269984,,0,40,0,12,18,12,1,2
ENSG00000171757,,14,0,14,4,10,0,0,14
ENSG00000239219,,0,0,0,0,0,0,0,0
ENSG00000008952,,268,698,126,463,744,590,579,450
ENSG00000240373,,0,0,0,0,50,0,0,0
ENSG00000173890,,0,36,10,20,46,36,23,24
ENSG00000242583,,6,0,0,14,0,0,0,0
ENSG00000173889,,534,1129,164,623,1427,730,636,555
ENSG00000199536,,0,6,0,1,0,0,0,0
ENSG00000163558,,307,711,172,522,1098,724,524,393
ENSG00000200118,,0,0,0,0,0,0,0,12
ENSG00000136603,,369,675,260,640,1648,880,460,427
ENSG00000013297,,0,0,0,0,34,0,14,0
ENSG00000013293,,0,0,0,0,8,0,0,0
ENSG00000241416,,2,0,0,0,0,0,1,0
ENSG00000239739,,0,0,0,0,0,0,0,0
ENSG00000163584,,35,67,24,40,147,17,110,12
ENSG00000163577,,50,153,27,66,211,114,101,82
ENSG00000154310,,266,747,142,567,825,542,343,461
ENSG00000279673,,8,72,10,14,6,0,20,0
ENSG00000075651,,216,520,124,370,720,372,333,255
ENSG00000186329,,0,26,2,16,19,6,10,4
ENSG00000234717,,0,4,0,0,6,26,16,0
ENSG00000235943,,0,4,0,0,0,2,0,0
ENSG00000075420,,1522,4213,841,2580,4489,2677,2976,2100
ENSG00000237483,,0,18,0,0,8,18,0,2
ENSG00000243398,,13,100,11,22,80,47,42,14
ENSG00000279862,,68,36,4,12,112,48,34,24
ENSG00000121853,,0,26,0,0,0,0,0,0
ENSG00000121858,,12,79,0,31,21,29,20,0
ENSG00000223387,,0,0,0,2,0,0,0,0
ENSG00000144959,,355,945,180,566,830,553,400,480
ENSG00000231384,,2,0,0,6,2,2,0,0
ENSG00000252082,,5,64,0,4,0,0,4,9
ENSG00000114346,,708,527,149,874,812,849,335,219
ENSG00000200355,,0,0,0,0,0,0,0,0
ENSG00000201458,,0,0,0,6,0,0,0,0
ENSG00000227440,,0,8,0,0,0,0,0,4
ENSG00000169760,,0,0,0,0,0,0,0,0
ENSG00000228213,,0,0,0,0,0,0,0,0
ENSG00000177694,,8,8,0,26,2,2,0,0
ENSG00000253020,,0,0,0,0,0,0,0,0
ENSG00000201648,,0,0,0,0,2,0,0,0
ENSG00000214192,,0,3,1,22,11,12,3,8
ENSG00000273193,,0,0,0,0,0,0,0,0
ENSG00000223715,,0,0,0,0,0,0,0,0
ENSG00000231888,,0,0,0,0,14,0,10,0
ENSG00000177565,,853,1748,499,1218,2930,1818,1257,1172
ENSG00000231310,,4,32,0,0,2,0,16,0
ENSG00000201343,,0,0,0,0,8,0,0,0
ENSG00000200882,,0,0,0,0,0,16,0,14
ENSG00000236893,,0,0,0,0,20,0,0,0
ENSG00000228221,,0,0,0,0,0,0,0,11
ENSG00000228561,,0,0,0,0,6,0,0,0
ENSG00000231574,,20,0,12,0,8,0,0,4
ENSG00000270321,,0,0,0,0,0,0,0,0
ENSG00000197584,,0,4,0,0,32,6,8,8
ENSG00000223941,,0,0,0,0,0,0,0,0
ENSG00000237978,,12,22,0,18,71,33,47,33
ENSG00000172667,,105,463,96,63,499,222,189,210
ENSG00000121879,,211,377,76,269,712,310,244,209
ENSG00000201957,,0,0,0,0,0,0,26,0
ENSG00000171121,,16,60,0,0,24,4,30,22
ENSG00000240429,,2,17,6,17,81,49,84,82
ENSG00000121864,,98,325,82,309,638,310,227,319
ENSG00000260743,,0,12,0,0,4,0,0,0
ENSG00000171109,,308,281,91,259,461,330,266,211
ENSG00000269728,,0,0,0,0,0,0,14,11
ENSG00000242539,,0,0,0,0,13,18,24,20
ENSG00000114450,,0,10,0,18,2,0,14,45
ENSG00000272699,,0,0,0,0,0,0,6,0
ENSG00000136518,,228,225,152,264,774,327,206,278
ENSG00000272910,,0,0,0,6,0,0,0,0
ENSG00000272660,,0,0,0,0,8,0,0,20
ENSG00000136522,,66,109,22,69,233,111,64,72
ENSG00000136521,,144,273,126,261,430,360,222,142
ENSG00000058056,,318,310,106,343,704,341,237,194
ENSG00000114757,,18,0,0,17,0,20,0,0
ENSG00000244302,,0,0,0,0,0,0,0,0
ENSG00000201822,,0,1,0,0,1,0,0,1
ENSG00000163728,,49,188,68,188,316,134,109,64
ENSG00000145075,,6,8,0,0,41,10,0,18
ENSG00000243187,,0,0,0,0,0,0,0,0
ENSG00000242811,,0,0,0,0,1,0,1,0
ENSG00000241473,,0,0,0,0,0,0,0,0
ENSG00000239516,,0,0,0,0,0,0,0,0
ENSG00000114416,,491,921,293,760,1736,1072,1079,491
ENSG00000205981,,61,134,40,129,324,162,90,106
ENSG00000242808,,1,2,0,0,0,0,0,0
ENSG00000206932,,19,106,28,68,115,123,43,89
ENSG00000235294,,0,0,0,4,0,0,0,0
ENSG00000181449,,137,71,85,406,203,249,92,131
ENSG00000266317,,0,0,0,0,1,0,0,1
ENSG00000199839,,1,0,1,2,1,0,0,0
ENSG00000244199,,0,0,0,0,0,1,0,0
ENSG00000228766,,8,56,19,4,17,0,21,0
ENSG00000058063,,262,500,192,160,853,545,613,301
ENSG00000270554,,0,3,0,0,14,0,0,0
ENSG00000043093,,142,329,64,236,521,536,332,196
ENSG00000244346,,15,18,0,0,2,0,2,16
ENSG00000078070,,132,251,131,117,516,182,169,88
ENSG00000243368,,0,13,0,0,8,0,0,0
ENSG00000078081,,0,0,0,0,0,0,0,0
ENSG00000053524,,0,44,0,6,0,10,12,4
ENSG00000176597,,153,455,36,132,470,363,235,230
ENSG00000240024,,12,64,14,54,50,26,52,10
ENSG00000201229,,6,8,12,6,30,2,20,46
ENSG00000253092,,0,1,0,0,6,8,0,0
ENSG00000114796,,585,1412,215,712,1962,870,1293,876
ENSG00000163872,,478,1012,290,624,1276,839,665,625
ENSG00000233885,,0,4,0,22,0,14,4,13
ENSG00000180834,,0,14,0,18,60,3,0,8
ENSG00000175193,,275,473,93,323,683,465,149,301
ENSG00000233441,,0,1,0,0,0,0,0,0
ENSG00000114770,,229,260,81,311,603,308,142,230
ENSG00000223882,,0,0,0,0,2,0,0,0
ENSG00000272721,,0,0,0,0,0,0,0,0
ENSG00000145191,,231,429,46,191,922,461,301,244
ENSG00000228205,,3,25,5,6,25,8,14,19
ENSG00000161202,,381,1130,399,614,1544,1033,818,626
ENSG00000161203,,611,1764,506,995,3228,1910,1149,1106
ENSG00000161204,,257,739,134,255,827,753,338,318
ENSG00000145198,,41,60,11,4,67,50,8,26
ENSG00000221120,,0,0,0,0,2,0,0,0
ENSG00000214160,,137,448,170,477,958,699,526,275
ENSG00000145194,,44,82,26,72,151,118,56,12
ENSG00000163888,,0,0,0,2,0,5,0,0
ENSG00000175166,,662,1667,592,1266,2765,1815,1025,937
ENSG00000114867,,3929,6696,2082,5371,11974,7059,4738,4452
ENSG00000212158,,28,18,2,4,22,30,6,22
ENSG00000175182,,100,632,36,413,678,457,341,286
ENSG00000114859,,112,215,80,149,248,225,136,96
ENSG00000163882,,211,684,184,403,881,630,466,380
ENSG00000090539,,0,0,0,0,10,0,0,0
ENSG00000182580,,50,85,22,90,90,30,19,84
ENSG00000274622,,0,9,0,0,0,0,0,0
ENSG00000177383,,150,261,59,157,342,239,285,114
ENSG00000272970,,0,0,0,0,0,0,0,0
ENSG00000156931,,75,296,68,127,682,236,200,174
ENSG00000113790,,32,66,68,78,204,101,46,56
ENSG00000229704,,1,0,0,0,0,0,0,0
ENSG00000073803,,100,376,92,236,562,389,251,126
ENSG00000229638,,97,245,68,122,358,184,144,91
ENSG00000163900,,202,375,119,243,896,469,268,224
ENSG00000163898,,51,111,8,55,142,213,40,70
ENSG00000163904,,128,357,123,183,507,349,279,211
ENSG00000073792,,553,1204,263,734,1829,1053,836,653
ENSG00000163915,,0,42,8,14,67,18,43,34
ENSG00000265470,,0,0,0,0,0,0,0,0
ENSG00000136527,,647,1078,365,845,1757,836,711,617
ENSG00000171658,,196,432,140,166,738,499,286,179
ENSG00000244405,,343,735,166,549,1144,725,446,495
ENSG00000277118,,0,0,0,0,0,0,0,2
ENSG00000234197,,0,22,0,0,0,0,0,0
ENSG00000058866,,31,59,62,32,106,48,9,44
ENSG00000213139,,0,14,0,0,2,0,20,0
ENSG00000113838,,64,105,16,63,46,71,30,38
ENSG00000090520,,265,311,210,458,986,578,267,229
ENSG00000145192,,16,0,0,0,24,13,0,22
ENSG00000197099,,1,36,2,8,6,0,11,0
ENSG00000113889,,0,0,0,24,6,2,10,0
ENSG00000226652,,28,4,0,12,18,16,22,2
ENSG00000230951,,2,21,0,0,16,0,0,2
ENSG00000263826,,9,19,53,62,134,132,38,42
ENSG00000156976,,1252,2566,688,1622,4332,2573,1638,1536
ENSG00000163918,,189,141,70,150,290,243,148,198
ENSG00000232233,,0,1,0,32,37,9,4,16
ENSG00000231982,,31,7,0,12,58,25,10,0
ENSG00000223803,,0,4,0,6,8,0,0,10
ENSG00000073849,,380,679,74,551,799,631,501,433
ENSG00000163923,,205,245,53,309,322,169,67,138
ENSG00000127241,,0,14,0,0,0,1,0,14
ENSG00000136514,,0,18,0,0,18,34,22,2
ENSG00000280270,,0,0,0,1,0,0,0,0
ENSG00000228952,,0,0,0,0,12,0,0,6
ENSG00000198471,,0,8,0,0,0,0,0,0
ENSG00000228804,,0,3,0,0,0,0,1,0
ENSG00000113916,,240,630,106,462,804,388,615,396
ENSG00000223401,,109,110,27,163,89,43,96,105
ENSG00000224049,,0,4,0,0,12,6,62,12
ENSG00000270959,,4,73,30,8,34,12,6,29
ENSG00000145012,,1395,2756,421,2103,3526,1982,2121,1505
ENSG00000279891,,23,26,11,10,24,32,78,30
ENSG00000276242,,0,8,0,0,0,0,0,0
ENSG00000224563,,1,0,0,0,18,0,5,0
ENSG00000264114,,0,2,0,0,0,0,0,4
ENSG00000234076,,0,0,0,0,0,0,0,13
ENSG00000188001,,2,64,4,24,33,26,31,68
ENSG00000236182,,0,0,0,0,0,0,0,1
ENSG00000073282,,0,0,0,6,2,4,0,2
ENSG00000090530,,6,24,4,64,50,36,10,50
ENSG00000230077,,0,0,0,0,0,0,0,0
ENSG00000225764,,0,0,0,0,1,0,0,0
ENSG00000252733,,0,0,0,0,0,0,0,0
ENSG00000163347,,0,0,0,0,72,6,0,0
ENSG00000113946,,0,0,0,0,0,0,0,0
ENSG00000196083,,42,181,44,70,118,162,119,90
ENSG00000231047,,0,11,0,0,0,0,0,0
ENSG00000223117,,0,0,0,0,0,4,0,0
ENSG00000205835,,0,0,0,0,0,0,0,0
ENSG00000188958,,0,10,0,0,0,0,1,0
ENSG00000152492,,173,325,107,308,662,475,195,162
ENSG00000253548,,2,0,0,0,20,0,0,0
ENSG00000223812,,0,45,0,1,11,6,0,10
ENSG00000237653,,0,0,0,0,2,0,10,0
ENSG00000114279,,0,0,0,0,0,0,0,0
ENSG00000180611,,0,0,0,0,62,1,0,0
ENSG00000236229,,0,0,0,0,3,0,0,0
ENSG00000198836,,282,429,372,383,1092,530,495,511
ENSG00000224855,,0,8,0,6,0,0,0,12
ENSG00000207370,,0,6,0,0,0,0,0,0
ENSG00000243991,,2,1,0,0,0,0,6,1
ENSG00000229155,,0,0,0,6,8,0,0,0
ENSG00000214146,,2,4,0,0,1,0,0,0
ENSG00000238043,,0,0,0,0,6,0,0,0
ENSG00000230102,,6,18,0,8,22,2,0,0
ENSG00000276407,,0,0,0,0,0,0,0,0
ENSG00000232874,,0,0,0,0,0,0,0,0
ENSG00000114315,,394,716,204,409,1623,1043,673,624
ENSG00000225742,,0,1,0,0,0,0,0,0
ENSG00000238097,,0,0,12,2,10,0,2,8
ENSG00000228271,,0,56,0,12,114,20,73,22
ENSG00000214145,,46,84,0,23,215,107,108,70
ENSG00000178772,,0,26,0,0,18,4,4,0
ENSG00000172061,,0,0,0,0,0,0,0,0
ENSG00000133657,,1399,2891,853,2094,5183,2962,2004,1662
ENSG00000271483,,0,7,0,0,0,2,0,2
ENSG00000233058,,10,30,6,24,22,43,10,18
ENSG00000244675,,8,0,0,41,45,25,22,14
ENSG00000231770,,18,40,24,49,36,68,24,17
ENSG00000145014,,297,663,65,227,963,614,495,265
ENSG00000229334,,18,29,0,42,29,29,12,29
ENSG00000272707,,24,0,0,0,0,0,0,0
ENSG00000041802,,233,481,151,505,766,442,359,294
ENSG00000185112,,181,234,119,182,697,202,276,237
ENSG00000237222,,0,8,0,0,0,0,0,0
ENSG00000173950,,141,380,66,161,558,337,258,158
ENSG00000233303,,0,0,0,0,0,7,0,0
ENSG00000244314,,0,0,0,0,0,0,0,4
ENSG00000230266,,4,6,0,0,0,0,0,4
ENSG00000206600,,13,46,18,34,55,50,7,34
ENSG00000114331,,397,1041,263,546,1568,748,704,474
ENSG00000229325,,8,8,0,6,33,0,0,0
ENSG00000227433,,0,0,0,8,0,0,0,0
ENSG00000207368,,0,0,0,0,0,0,0,0
ENSG00000184203,,148,566,174,265,745,483,499,346
ENSG00000252620,,0,0,0,18,0,0,0,0
ENSG00000223711,,0,0,0,0,0,24,0,0
ENSG00000189058,,0,0,0,0,0,0,18,0
ENSG00000224769,,10,2,0,3,6,0,0,5
ENSG00000272792,,0,0,0,2,0,0,0,0
ENSG00000242086,,2,20,1,0,70,19,9,17
ENSG00000176945,,0,1,0,0,6,0,0,0
ENSG00000145113,,0,0,0,0,0,0,1,0
ENSG00000061938,,419,1536,203,756,1206,850,980,659
ENSG00000224614,,0,15,0,26,8,0,0,0
ENSG00000239122,,0,0,0,0,14,0,0,0
ENSG00000231443,,0,23,0,2,3,0,4,1
ENSG00000260261,,6,69,27,70,65,10,12,28
ENSG00000185485,,153,210,42,260,418,224,204,175
ENSG00000231464,,0,3,0,2,3,0,4,1
ENSG00000072274,,854,1751,428,960,2155,1572,887,813
ENSG00000163959,,34,47,0,22,65,24,28,31
ENSG00000161217,,304,572,101,349,1154,504,488,470
ENSG00000228028,,0,0,0,0,0,0,7,0
ENSG00000213123,,0,12,8,0,27,2,36,5
ENSG00000237418,,0,0,0,0,0,1,0,0
ENSG00000273331,,0,0,0,0,0,2,0,0
ENSG00000235897,,0,99,5,32,131,76,94,103
ENSG00000145107,,82,239,36,105,228,177,106,110
ENSG00000212146,,0,0,0,6,0,0,0,0
ENSG00000163960,,439,1162,228,550,1463,1012,712,607
ENSG00000241868,,0,0,0,0,4,0,32,0
ENSG00000243339,,34,115,26,64,172,82,62,50
ENSG00000226345,,0,2,0,0,10,0,2,20
ENSG00000225822,,0,14,0,16,12,0,2,0
ENSG00000163961,,392,625,88,427,903,741,518,296
ENSG00000273013,,0,0,0,0,4,6,0,16
ENSG00000214097,,0,0,0,6,0,0,0,0
ENSG00000213358,,0,0,0,0,0,0,0,0
ENSG00000185798,,75,90,40,21,85,48,14,41
ENSG00000174013,,162,203,129,166,374,216,237,174
ENSG00000232065,,0,6,0,0,2,16,0,6
ENSG00000174004,,12,0,18,0,0,2,0,0
ENSG00000163964,,190,450,206,168,662,561,339,264
ENSG00000174007,,25,12,0,26,1,26,4,32
ENSG00000201441,,0,1,0,0,0,0,0,0
ENSG00000180370,,439,1029,290,824,1661,1072,812,582
ENSG00000272359,,0,0,0,42,0,0,0,0
ENSG00000206892,,0,3,1,0,0,0,2,0
ENSG00000119231,,293,620,105,301,993,462,410,268
ENSG00000230732,,22,18,0,0,18,10,36,12
ENSG00000114503,,352,610,195,493,980,445,609,583
ENSG00000225578,,9,16,0,2,2,0,45,5
ENSG00000270170,,171,348,42,156,557,393,192,258
ENSG00000119227,,76,135,41,62,275,70,56,96
ENSG00000233487,,0,0,0,0,0,0,0,0
ENSG00000163975,,822,1943,444,1118,1955,1183,1227,1286
ENSG00000228109,,6,51,0,50,57,31,50,42
ENSG00000075711,,436,559,179,387,984,866,418,365
ENSG00000227375,,14,0,0,0,0,0,0,2
ENSG00000161267,,0,0,0,0,0,3,0,0
ENSG00000214135,,67,298,15,79,200,60,126,117
ENSG00000249626,,0,18,0,0,0,0,0,0
ENSG00000273308,,0,0,0,4,30,8,22,7
ENSG00000236833,,0,0,0,0,0,0,0,26
ENSG00000145016,,205,598,289,359,796,525,498,349
ENSG00000122068,,352,737,327,537,1087,826,478,306
ENSG00000273375,,0,0,0,0,0,0,0,0
ENSG00000186001,,370,779,115,492,891,628,348,324
ENSG00000234136,,0,0,0,0,14,0,0,0
ENSG00000234742,,7,4,2,3,19,23,5,6
ENSG00000114473,,21,118,22,26,70,28,66,8
ENSG00000182899,,1284,2600,704,1466,5498,2863,1772,1559
ENSG00000185621,,59,125,21,32,106,136,55,52
ENSG00000236438,,0,0,0,0,0,0,0,0
ENSG00000278679,,0,0,0,0,0,0,0,0
ENSG00000248302,,0,2,0,0,0,0,0,0
ENSG00000272602,,0,34,0,14,35,41,45,32
ENSG00000250312,,127,90,34,46,147,84,94,67
ENSG00000211553,,12,2,0,16,0,0,0,0
ENSG00000275426,,0,0,0,31,10,0,6,0
ENSG00000250892,,0,20,0,0,0,0,0,0
ENSG00000198155,,6,8,0,0,0,0,0,0
ENSG00000251188,,0,0,0,12,0,0,0,0
ENSG00000186777,,0,1,1,0,0,0,0,0
ENSG00000131127,,0,0,0,0,0,0,0,0
ENSG00000248564,,0,0,0,0,0,0,0,0
ENSG00000250321,,0,0,0,0,0,0,2,0
ENSG00000251595,,14,20,12,0,0,32,22,24
ENSG00000182903,,74,133,1,81,193,157,32,71
ENSG00000252150,,0,4,0,10,16,0,0,0
ENSG00000174227,,155,669,176,329,1130,602,554,475
ENSG00000133256,,0,16,0,0,1,0,0,0
ENSG00000169020,,46,74,74,49,193,137,62,125
ENSG00000215375,,61,150,56,28,330,156,137,98
ENSG00000169026,,4,40,12,14,30,13,2,4
ENSG00000185619,,266,275,151,296,605,249,327,337
ENSG00000248416,,14,4,0,12,12,0,0,0
ENSG00000272588,,0,4,0,18,8,0,0,13
ENSG00000249592,,42,131,14,83,119,79,47,48
ENSG00000233799,,0,0,0,33,0,6,0,0
ENSG00000168993,,31,96,41,66,231,139,82,62
ENSG00000178950,,892,3076,700,1284,5028,2104,2500,1536
ENSG00000127419,,42,154,74,92,207,270,167,36
ENSG00000145214,,177,865,211,346,1007,569,526,487
ENSG00000145217,,104,500,122,174,620,339,138,169
ENSG00000127415,,42,345,64,192,388,346,218,76
ENSG00000127418,,796,2359,482,1166,3273,2062,1515,1313
ENSG00000250259,,0,4,0,0,0,0,0,0
ENSG00000178222,,0,4,0,0,0,0,0,0
ENSG00000159674,,2056,5696,1462,2719,8630,5023,3450,2933
ENSG00000273179,,12,242,60,36,132,77,62,63
ENSG00000159692,,1379,2721,744,1790,3692,2780,1664,1530
ENSG00000196810,,21,190,74,100,290,150,110,75
ENSG00000090316,,245,649,215,372,779,397,449,479
ENSG00000163945,,173,426,82,237,483,239,217,195
ENSG00000254094,,0,22,0,24,0,0,9,0
ENSG00000253399,,0,4,0,0,0,0,0,0
ENSG00000179979,,54,40,14,63,51,50,47,16
ENSG00000272783,,0,2,0,0,0,0,0,0
ENSG00000244459,,10,0,0,0,6,0,0,0
ENSG00000174137,,26,14,0,10,68,22,12,0
ENSG00000163950,,411,690,150,275,736,672,456,461
ENSG00000270195,,0,2,0,0,2,0,8,0
ENSG00000168936,,264,535,75,227,913,381,461,198
ENSG00000013810,,764,774,184,879,1223,1026,410,512
ENSG00000068078,,345,616,369,640,1276,932,336,512
ENSG00000168924,,511,1070,407,725,2010,1266,606,655
ENSG00000240455,,0,0,0,0,0,0,2,0
ENSG00000109685,,685,1244,234,1099,1521,1030,788,983
ENSG00000249784,,139,278,74,212,440,285,136,142
ENSG00000185049,,206,426,98,383,705,431,340,275
ENSG00000243449,,76,141,39,113,222,152,106,137
ENSG00000185818,,0,0,6,40,6,0,6,0
ENSG00000130997,,0,16,8,0,36,16,2,0
ENSG00000214367,,56,129,22,95,224,157,171,100
ENSG00000123933,,223,771,224,426,1546,752,672,478
ENSG00000159733,,139,510,71,251,768,333,384,238
ENSG00000251148,,0,14,0,0,0,0,0,1
ENSG00000239247,,0,0,0,0,0,0,0,0
ENSG00000249077,,0,2,0,0,0,0,0,0
ENSG00000206113,,0,0,0,0,12,0,0,0
ENSG00000249428,,0,6,0,0,0,16,0,0
ENSG00000063978,,340,769,217,432,918,685,385,541
ENSG00000251229,,2,4,0,4,6,0,2,14
ENSG00000248155,,0,0,0,7,0,0,0,3
ENSG00000206738,,0,0,0,0,0,0,0,0
ENSG00000125386,,173,335,119,331,545,342,261,330
ENSG00000168884,,236,838,175,607,1391,939,615,588
ENSG00000087266,,1146,3072,802,1249,3787,1770,2343,1324
ENSG00000087274,,547,1429,343,890,2175,1247,821,797
ENSG00000109736,,379,1064,239,968,1581,778,560,619
ENSG00000249673,,81,128,58,64,252,128,110,58
ENSG00000087269,,303,388,213,421,1037,530,283,230
ENSG00000125388,,31,45,16,6,42,80,18,20
ENSG00000251075,,0,0,0,0,0,0,4,0
ENSG00000197386,,575,1304,261,918,2232,1249,738,777
ENSG00000188981,,4,0,0,0,0,0,18,0
ENSG00000159788,,236,533,107,255,658,407,271,335
ENSG00000248840,,0,0,0,0,0,0,0,4
ENSG00000248843,,0,0,0,0,0,2,0,0
ENSG00000109758,,0,0,0,0,4,0,0,0
ENSG00000175920,,0,12,0,0,3,2,26,0
ENSG00000261643,,4,8,1,0,0,18,0,0
ENSG00000163956,,398,656,227,560,1215,784,608,578
ENSG00000251166,,0,0,0,0,0,0,2,0
ENSG00000251271,,3,0,0,0,0,0,0,0
ENSG00000251669,,0,16,0,0,22,34,8,57
ENSG00000243894,,0,0,0,0,4,0,0,0
ENSG00000198787,,0,0,0,0,0,0,2,0
ENSG00000132406,,19,63,2,20,142,84,39,54
ENSG00000145220,,113,213,86,165,248,218,119,103
ENSG00000168826,,26,38,10,6,26,20,2,18
ENSG00000168824,,0,0,0,0,20,0,0,0
ENSG00000168818,,89,215,46,242,250,155,320,129
ENSG00000248221,,0,0,0,16,0,0,0,0
ENSG00000237170,,0,2,0,0,0,0,0,0
ENSG00000247708,,0,54,0,0,6,32,0,0
ENSG00000163132,,50,198,50,152,287,237,172,160
ENSG00000152953,,113,717,138,238,862,327,334,274
ENSG00000252266,,0,0,0,0,4,0,0,0
ENSG00000201496,,2,0,0,0,8,11,0,0
ENSG00000082929,,0,0,0,4,4,0,0,0
ENSG00000173040,,153,264,72,115,261,114,141,135
ENSG00000072840,,326,965,377,358,1694,680,818,583
ENSG00000072832,,22,191,64,56,164,137,50,70
ENSG00000249896,,0,1,0,0,0,0,0,0
ENSG00000109501,,483,893,332,589,1730,752,572,438
ENSG00000074211,,51,169,37,34,189,133,72,61
ENSG00000013288,,354,1151,190,441,1525,907,465,421
ENSG00000179010,,434,1233,278,525,1528,958,591,497
ENSG00000251580,,0,0,0,0,6,0,0,32
ENSG00000170846,,62,160,66,246,397,237,102,109
ENSG00000246526,,2,6,8,14,6,2,4,0
ENSG00000279859,,0,0,0,0,0,0,0,0
ENSG00000163993,,989,2740,1087,1516,5215,2861,2112,1412
ENSG00000178988,,128,282,84,147,345,331,76,155
ENSG00000186222,,250,506,76,445,1022,585,366,365
ENSG00000170871,,305,609,229,379,1272,680,584,308
ENSG00000132405,,337,1409,287,798,2188,1018,881,815
ENSG00000187904,,5,4,0,0,14,22,17,0
ENSG00000202392,,2,13,0,0,13,2,14,0
ENSG00000265550,,0,0,0,1,0,12,0,9
ENSG00000245748,,0,38,0,0,0,0,7,0
ENSG00000173013,,34,4,0,2,17,2,2,2
ENSG00000173011,,80,263,65,208,553,179,133,101
