Name	DESCRIPTION	Control	15c	15c	Control	15an	15a	15an	15a
ENSG00000250918		0	0	0	0	0	0	0	0
ENSG00000197284		0	0	0	0	4	0	0	0
SMN1		0	0	0	0	2	0	1	0
NAIP		0	1	0	0	0	0	4	0
ENSG00000254353		0	0	0	2	0	0	0	0
GTF2H2		0	6	12	0	14	36	9	20
OCLNP1		11	44	0	12	21	22	1	10
NAIPP4		0	1	0	0	0	0	4	0
GUSBP9		9	0	0	0	10	0	3	0
ENSG00000254133		0	0	0	0	10	0	0	0
GUSBP17		7	0	0	0	0	0	2	0
MCCC2		114	332	69	189	710	377	220	175
MAP1B		0	27	0	10	74	27	0	16
MRPS27		215	350	108	257	763	346	309	252
RN7SL153P		0	0	0	0	0	0	0	0
PTCD2		3	64	12	60	80	18	14	23
ENSG00000272093		2	0	2	0	55	14	48	30
ENSG00000272365		0	0	0	0	0	0	0	0
ENSG00000244061		0	0	0	0	24	0	0	0
ENSG00000261269		0	0	0	0	4	0	0	0
ZNF366		0	6	30	0	4	2	0	0
RPL7P22		0	35	0	0	8	0	4	3
TNPO1		791	1817	482	1024	2739	1362	1124	788
MIR4804		0	0	0	0	0	0	0	0
RPL35AP13		0	14	0	0	0	0	0	0
FCHO2-DT		0	0	22	0	16	0	0	0
FCHO2		58	145	30	58	246	219	133	115
CTDNEP1P2		8	0	0	0	0	13	20	0
CHP1P1		0	0	0	0	0	4	0	0
TMEM171		0	18	0	0	18	0	40	0
ENSG00000249743		0	0	0	0	0	0	0	0
FOXD1		0	0	0	0	0	0	0	1
BTF3-DT		0	4	0	2	0	0	0	0
BTF3		396	902	208	533	1224	977	495	697
FUNDC2P1		12	7	0	1	2	12	6	16
ANKRA2		87	180	100	97	187	120	134	171
UTP15		52	122	17	113	260	66	78	72
ARHGEF28		457	904	228	616	1314	635	608	433
ENSG00000249293		0	4	0	0	0	0	0	4
ATP5PFP4		0	0	0	0	0	0	0	8
RNU7-196P		0	0	0	0	0	0	0	0
ENC1		615	453	87	600	925	506	150	360
HEXB		599	1535	340	825	1829	967	895	828
GFM2		64	114	50	34	215	109	40	75
NSA2		60	85	48	81	271	179	102	15
FAM169A		0	0	0	0	0	0	0	0
ARPC1AP3		0	0	0	0	1	0	0	0
FAM169A-AS1		0	0	0	0	0	0	0	0
ENSG00000249856		0	0	1	0	0	0	0	0
GCNT4		2	16	0	16	30	12	0	2
ENSG00000250889		8	44	6	10	24	16	0	8
HMGCR		287	603	108	486	627	366	229	284
ENSG00000271815		0	0	0	10	0	0	0	0
CERT1		454	1028	176	479	1381	472	728	454
ENSG00000242198		0	0	0	0	7	0	10	2
POLK		108	248	54	206	218	164	206	157
RNU7-175P		4	0	0	0	1	0	0	0
ENSG00000272040		0	20	12	2	11	0	0	0
ANKDD1B		14	6	2	0	74	4	4	0
POC5		36	71	4	46	67	22	14	18
RAP1BL		7	3	13	2	10	6	39	8
HMGN2P4		10	0	0	0	1	0	0	10
IQGAP2		6	8	14	50	14	4	26	24
F2RL2		10	18	16	13	26	42	42	28
F2R		184	244	70	250	446	358	347	229
F2RL1		458	636	219	465	1105	775	560	446
RN7SL208P		1	2	0	0	0	0	7	1
CRHBP		0	0	0	0	0	0	0	0
AGGF1		56	250	59	93	296	194	101	113
ZBED3		30	106	14	33	154	151	97	32
SNORA47		102	385	60	152	416	94	230	98
ZBED3-AS1		4	0	0	10	20	30	12	21
PDE8B		16	18	0	2	0	2	2	0
ALDH7A1P1		2	1	0	1	0	0	0	0
WDR41		38	75	42	226	224	85	117	52
RPL7P23		64	190	33	97	177	55	86	59
TBCA		239	370	46	161	709	407	237	312
ACTBP2		52	57	25	62	128	70	50	90
AP3B1		180	226	125	219	430	168	266	168
ENSG00000253558		0	0	0	0	4	0	0	0
SCAMP1-AS1		36	96	6	25	129	104	82	46
SCAMP1		102	346	94	186	499	264	249	159
LHFPL2		480	1667	204	668	2050	1274	908	912
HMGB1P21		10	8	0	4	44	2	0	0
ENSG00000254170		0	20	0	12	26	2	0	0
ARSB		122	62	130	99	255	129	126	98
DMGDH		22	38	12	14	76	100	36	24
BHMT2		144	289	139	184	502	208	284	312
BHMT		0	4	0	0	0	0	0	0
RNY3P1		167	204	30	157	396	254	215	108
ENSG00000250330		0	6	0	0	8	0	28	2
JMY		298	845	155	392	985	511	871	304
RPS3AP20		9	4	0	7	4	4	4	2
HOMER1		118	230	42	116	245	158	181	91
RPL29P15		4	2	0	0	20	0	14	0
TENT2		105	381	78	195	446	299	250	146
CMYA5		0	0	0	0	0	0	0	0
MTX3		77	232	52	114	565	164	240	141
THBS4		0	0	4	0	15	0	6	14
RBX1P2		0	0	0	0	20	0	0	0
THBS4-AS1		0	3	0	0	0	0	0	0
SERINC5		516	1400	377	922	2551	1147	897	450
ENSG00000251675		0	0	0	0	0	0	11	10
RBMX2P5		0	0	0	10	0	0	2	0
ENSG00000248569		28	6	8	0	40	12	20	0
HNRNPA1P12		0	0	0	0	0	2	0	4
RNU6-211P		0	0	0	0	0	0	0	0
ZFYVE16		60	283	69	110	381	180	128	88
FAM151B-DT		10	27	0	12	82	7	29	16
FAM151B		0	0	0	8	2	1	0	2
RPS27AP9		0	0	0	0	0	0	0	0
DHFR		99	67	53	101	148	56	53	86
ENSG00000249655		16	0	0	0	0	0	0	0
MSH3		41	146	4	67	61	60	38	80
ENSG00000244630		0	0	0	0	0	0	0	0
RASGRF2		0	0	6	0	4	0	0	0
CKMT2-AS1		7	33	0	22	75	31	43	5
CKMT2		26	28	0	17	54	8	9	10
ENSG00000248794		0	22	0	4	0	0	0	0
ZCCHC9		45	83	44	65	202	186	48	136
SSBP2		47	117	20	128	275	136	116	86
SEM1P1		0	0	0	0	0	4	0	0
ATG10		2	41	16	18	134	99	37	37
ENSG00000264142		0	4	0	22	0	0	2	0
ATG10-IT1		12	6	0	16	0	6	18	0
PPIAP11		3	0	0	3	0	1	0	0
ATG10-AS1		0	0	0	0	0	0	0	4
RN7SL378P		0	24	0	0	0	4	13	0
RPS23		161	529	171	317	962	528	312	220
ATP6AP1L		0	34	12	35	48	0	28	4
ENSG00000248870		0	0	0	0	0	0	6	0
ENSG00000248112		0	12	2	0	0	0	0	0
ENSG00000271862		0	0	0	0	4	0	6	6
TMEM167A		203	360	85	136	433	260	345	180
SCARNA18		40	82	34	64	116	83	74	58
XRCC4		40	104	4	76	35	26	34	18
COQ10BP2		0	0	0	0	0	0	0	16
VCAN		561	684	146	988	888	498	689	382
VCAN-AS1		0	0	0	36	0	0	12	0
EDIL3		0	0	0	4	0	0	0	0
RNU6-448P		0	0	0	0	0	0	0	0
EDIL3-DT		0	0	0	0	0	0	0	0
ENSG00000249349		0	0	0	0	0	0	0	0
RBBP4P6		0	0	0	0	0	0	0	0
ENSG00000248667		0	0	0	0	0	0	0	0
ENSG00000249023		0	0	0	0	0	0	4	0
RPL5P17		0	0	0	0	12	4	12	0
ENSG00000251066		0	12	0	0	0	0	0	0
ENSG00000250874		8	37	18	27	22	42	10	0
RPS2P25		0	0	0	0	10	0	0	0
NBPF22P		0	0	0	0	0	0	0	0
ENSG00000280009		0	4	0	0	0	0	0	0
COX7C		247	378	168	467	1100	668	380	399
ENSG00000242477		0	8	0	0	12	0	6	0
MIR4280HG		0	0	0	0	0	0	0	0
RASA1		116	361	63	258	615	438	142	166
RN7SL629P		0	24	0	0	0	6	20	0
ENSG00000272367		0	0	10	0	0	0	2	0
CCNH		15	169	22	37	171	153	45	44
RNU6-727P		0	0	0	0	0	0	1	0
TMEM161B		48	134	32	120	150	83	115	122
TMEM161B-DT		10	75	0	20	50	39	78	30
RNA5SP187		0	1	0	0	0	12	0	7
MIR9-2HG		0	0	0	0	0	0	0	0
MEF2C		21	4	0	12	56	24	36	16
MEF2C-AS1		0	2	0	0	6	0	16	2
ENSG00000249265		0	0	0	16	0	26	0	0
MIR3660		0	6	0	0	5	0	0	0
CETN3		18	22	4	82	42	71	12	29
ENSG00000255647		0	2	0	0	0	0	0	0
MBLAC2		14	40	0	14	62	36	38	38
POLR3G		0	8	20	10	94	34	33	20
LYSMD3		52	89	52	71	89	105	62	76
ADGRV1		6	26	0	7	12	8	8	12
ENSG00000212930		0	25	0	0	0	14	17	0
ENSG00000251093		0	0	0	20	10	0	0	0
RNU4-90P		2	0	0	14	22	8	12	0
ENSG00000234292		0	14	6	4	58	34	38	26
LUCAT1		53	89	68	90	360	187	131	81
ENSG00000277001		0	0	0	0	12	0	0	0
ARRDC3		188	501	264	350	1116	833	360	317
RAB5CP2		0	0	0	0	0	0	0	0
ENSG00000250049		0	10	0	0	6	0	8	0
ENSG00000251361		0	0	0	0	0	0	0	2
POLD2P1		0	0	0	0	2	0	0	0
NR2F1-AS1		66	99	16	54	54	96	30	84
NR2F1		115	193	67	191	295	161	76	79
ENSG00000278905		0	0	0	0	0	0	0	0
ARB2A		70	57	14	32	131	98	93	32
NPM1P27		45	151	24	56	224	163	110	129
POU5F2		8	32	2	0	62	0	10	33
ENSG00000272406		0	0	0	0	0	8	13	1
ENSG00000251023		0	12	0	2	32	0	20	0
KIAA0825		0	0	0	0	0	0	0	0
MTND6P3		0	0	0	0	0	1	0	0
MTCYBP35		14	0	0	0	0	0	14	0
ENSG00000232578		0	0	0	0	0	0	0	0
SLF1		44	50	4	58	29	36	14	17
MCTP1		52	74	26	0	68	74	59	130
MCTP1-AS1		0	0	0	2	0	0	0	0
RTRAFP2		0	0	0	0	0	0	0	0
SKIC3		315	543	145	378	619	499	352	458
RNU6-308P		0	4	0	0	0	0	0	0
ARSK		56	129	18	34	98	128	58	39
GPR150		4	0	2	10	0	12	4	0
RFESD		0	0	0	1	0	0	0	0
SPATA9		0	3	0	0	0	0	0	0
ENSG00000250240		0	0	0	0	0	0	0	0
RHOBTB3		991	1226	431	1396	2186	1923	674	902
GLRX		99	461	176	179	943	552	289	219
HSPD1P11		8	14	8	4	9	28	12	14
GGCTP1		0	1	0	0	14	6	0	0
ENSG00000272021		0	0	0	0	0	0	2	0
LINC01554		0	0	0	0	0	0	0	0
ELL2		344	455	140	351	515	585	283	218
ENSG00000251314		0	0	5	24	0	0	0	0
FABP5P5		0	0	0	0	0	0	0	0
ENSG00000250551		0	0	0	0	0	0	0	0
MIR583		0	0	0	0	0	0	0	0
ENSG00000249746		0	19	0	4	0	24	2	74
PCSK1		0	0	0	24	26	0	0	2
CAST		925	969	127	1199	1479	1040	728	720
ENSG00000249180		0	0	0	2	0	0	4	0
ERAP1		156	471	74	303	695	442	238	298
ENSG00000248734		8	0	0	8	12	0	0	0
ENSG00000272109		0	0	0	0	0	2	0	0
ENSG00000247121		2	0	20	0	4	0	2	4
ERAP2		152	218	79	110	304	202	220	136
LNPEP		493	972	384	756	1465	814	475	746
ENSG00000227836		0	11	0	0	0	8	0	0
ENSG00000200884		0	0	0	0	7	0	0	0
RIOK2		59	20	36	29	132	45	70	20
RNU1-73P		0	0	0	0	0	0	0	0
ENSG00000251054		0	0	0	6	0	0	0	0
PSME2P1		0	0	0	1	0	0	0	2
KRT8P32		0	0	0	2	0	0	0	0
CTBP2P4		0	10	0	0	2	0	0	0
RGMB		12	63	17	65	38	38	32	39
RGMB-AS1		0	1	0	4	0	0	0	0
CHD1		407	512	155	386	869	548	364	350
CHD1-DT		10	4	4	14	21	46	24	16
ENSG00000200351		0	0	0	0	0	0	0	0
ENSG00000241597		0	0	0	0	0	0	0	0
MTND6P22		2	0	0	0	0	6	0	0
GUSBP7		0	0	0	0	0	0	2	0
GUSBP19		0	0	0	0	0	0	0	6
FAM174A		64	144	103	86	223	78	111	65
ST8SIA4		24	0	0	0	0	8	24	0
SLCO4C1		0	0	0	0	0	0	1	0
PAM		166	634	89	289	798	467	137	190
EIF3KP1		0	0	0	0	0	0	0	0
GIN1		0	0	24	16	18	1	45	0
PPIP5K2		146	384	54	115	451	298	237	152
MACIR		38	106	78	206	230	153	118	68
NUDT12		42	20	6	30	61	28	34	32
NIHCOLE		10	40	2	18	50	10	65	16
RN7SL255P		4	8	2	10	0	4	0	0
ENSG00000251574		20	0	1	0	47	1	0	4
ENSG00000278958		0	0	0	0	24	0	0	0
ENSG00000253776		0	4	0	0	0	0	27	0
ENSG00000253584		0	49	0	0	14	2	0	0
RAB9BP1		0	0	0	16	6	4	0	0
EFNA5		219	352	92	206	438	280	183	159
FBXL17		70	146	28	95	356	148	179	103
ENSG00000244245		0	0	0	0	0	1	2	2
LINC01023		8	8	7	4	16	6	22	4
FER		30	120	32	127	220	143	170	71
RACK1P1		0	0	0	0	0	1	8	0
ENSG00000250383		0	1	0	0	0	0	0	0
LSM2P2		0	4	0	0	0	0	0	0
RNU6-47P		0	1	0	0	0	0	0	0
GJA1P1		0	20	0	0	0	0	0	0
ENSG00000249476		0	0	0	0	0	1	0	28
PJA2		369	705	148	331	790	531	546	369
MAN2A1		345	1001	269	571	1423	709	567	609
RN7SKP230		13	49	4	24	68	32	36	36
TMEM232		0	4	0	0	0	0	0	0
SLC25A46		179	403	109	301	541	473	234	245
BCLAF1P1		0	0	0	0	0	0	1	20
TSLP		0	48	0	2	56	42	29	20
WDR36		229	777	120	358	1038	677	604	291
RPS3AP21		27	3	7	36	44	17	7	14
CAMK4		12	12	32	12	0	0	22	10
ENSG00000248268		0	0	0	0	0	0	0	0
STARD4		75	271	6	126	184	261	121	127
STARD4-AS1		0	0	10	10	6	0	0	0
NREP		16	10	0	20	38	10	0	24
EPB41L4A		2	3	0	1	12	0	0	6
EPB41L4A-AS1		31	79	57	30	152	47	64	48
SNORA13		226	438	87	283	740	462	383	200
APC		86	140	36	158	345	202	229	196
CBX3P3		0	0	0	0	0	0	0	0
RNU6-482P		0	0	0	0	0	0	0	0
ENSG00000272869		12	0	0	2	0	0	0	0
SRP19		40	56	12	26	165	124	10	32
REEP5		236	499	204	331	805	344	303	234
XBP1P1		0	0	0	0	0	0	0	0
ENSG00000270067		0	0	0	0	10	6	7	0
ENSG00000279522		51	33	0	17	8	10	1	0
ENSG00000272389		0	10	0	4	0	34	14	12
ENSG00000266499		0	2	0	0	0	0	0	0
DCP2		172	395	64	120	477	306	286	224
MCC		44	2	0	9	20	8	0	17
YTHDC2		81	443	54	267	438	225	202	144
RN7SKP89		0	0	0	0	0	0	0	0
KCNN2		0	0	0	2	0	0	0	0
TRIM36		6	0	4	17	24	26	10	0
TRIM36-IT1		0	0	0	0	0	0	0	0
ENSG00000248175		0	4	0	8	8	52	0	50
PGGT1B		113	118	10	29	174	25	37	30
ENSG00000271797		0	1	0	0	0	0	0	2
ENSG00000243304		6	0	0	0	0	0	16	0
CCDC112		6	38	53	16	50	22	48	22
CTNNA1P1		0	0	0	0	0	0	0	2
CCT5P1		0	6	0	0	2	4	5	0
FEM1C		222	500	70	230	370	174	261	168
TMED7-TICAM2		14	0	0	0	0	0	0	0
TICAM2-AS1		0	0	0	0	3	0	8	0
TMED7		269	435	42	300	493	237	319	202
CDO1		0	0	0	0	0	0	0	0
ATG12		151	300	104	393	685	303	336	342
AP3S1		379	472	220	368	892	578	356	478
ENSG00000280329		0	0	0	0	0	6	0	0
LVRN		0	0	0	0	0	0	0	0
ENSG00000185641		311	676	263	412	1373	701	548	395
ENSG00000271918		8	6	0	12	13	2	0	4
COMMD10		5	83	1	110	64	61	58	40
HMGN2P27		0	0	0	0	0	0	0	0
ENSG00000250015		0	0	0	0	0	4	0	0
SEMA6A		0	6	0	10	30	8	18	4
SEMA6A-AS1		0	0	0	16	0	0	0	0
RPS14P8		0	0	0	0	0	1	0	0
DTWD2		30	110	24	86	78	24	26	34
PTMAP2		48	62	26	96	172	94	46	69
DMXL1		156	355	95	229	454	176	141	202
SEPTIN7P10		0	10	0	0	0	0	30	0
LAMTOR3P2		0	2	0	0	0	0	0	0
RNU6-701P		0	0	4	0	0	0	0	0
TNFAIP8		0	103	20	29	79	36	38	44
RN7SL174P		2	5	1	7	4	3	1	5
HSD17B4		116	351	143	190	573	294	283	196
ENSG00000261036		0	0	0	0	0	0	0	0
PRR16		0	8	0	0	0	0	0	0
ENSG00000248927		0	0	0	0	0	0	0	0
ENSG00000229855		0	0	0	0	0	0	0	0
SRFBP1		66	161	24	76	240	113	80	139
LOX		94	39	0	95	34	100	0	30
ZNF474		0	0	0	0	0	6	0	0
ZNF475		0	0	0	0	0	0	0	0
SNCAIP		0	0	0	0	0	0	0	0
ENSG00000249621		0	0	0	0	0	0	0	0
ENSG00000250328		0	0	0	0	0	0	0	0
SNX2		173	399	102	244	619	508	237	191
ENSG00000260686		14	0	0	0	2	4	14	0
SNX24		63	56	0	2	72	32	29	7
RN7SL689P		0	0	7	6	0	0	0	23
PPIC		36	158	46	62	338	115	129	116
PPIC-AS1		7	2	0	0	14	12	0	2
RN7SL711P		0	2	0	0	2	4	2	0
PRDM6-AS1		0	0	0	0	0	0	0	0
PRDM6		0	0	0	0	0	0	0	0
CEP120		62	164	62	118	197	157	174	101
KRT8P33		26	35	2	24	19	39	18	28
CSNK1G3		159	359	98	182	597	256	251	145
ZNF608		66	358	161	139	435	376	194	123
ENSG00000249112		18	0	0	0	27	0	18	0
ENSG00000251456		0	6	0	0	2	0	12	0
GRAMD2B		29	158	32	70	150	156	28	66
ENSG00000250602		0	16	0	2	16	10	0	0
ENSG00000279118		0	8	0	0	0	0	1	0
ALDH7A1		133	196	74	162	332	161	112	165
PHAX		144	314	90	277	550	271	198	147
ENSG00000230929		0	0	0	0	0	16	0	0
LMNB1-DT		0	0	0	6	0	0	0	0
LMNB1		292	321	110	655	685	644	194	340
MARCHF3		0	0	0	0	6	11	1	6
C5orf63		16	6	0	18	36	0	8	0
ENSG00000250956		0	0	0	0	0	2	0	0
HNRNPKP1		0	0	0	0	0	0	2	2
PRRC1		284	534	60	373	672	354	451	358
CCDC192		0	0	0	12	10	0	0	0
SLC12A2-DT		51	126	6	93	196	96	36	68
SLC12A2		652	959	256	896	1467	814	642	521
POGLUT2P1		16	0	2	23	0	0	2	0
FBN2		0	0	0	0	0	0	0	0
ISOC1		144	251	71	139	289	160	24	90
CHSY3		0	0	0	3	0	0	10	0
RNU6ATAC10P		0	0	0	0	3	0	0	8
ENSG00000244192		0	0	0	1	0	0	0	0
HINT1		423	876	147	609	1513	837	551	317
LYRM7		83	150	81	86	247	157	72	105
CDC42SE2		344	522	150	366	564	444	313	462
ENSG00000279370		0	0	0	0	0	0	0	0
RAPGEF6		62	54	18	21	71	37	44	21
FNIP1		178	663	112	347	736	543	520	399
ENSG00000279584		0	22	0	0	0	0	0	10
ACSL6		0	0	0	0	0	0	1	0
CSF2		0	0	0	0	18	22	14	0
P4HA2		235	892	152	353	1016	591	475	296
ENSG00000224431		4	0	0	11	26	0	8	0
SLC22A4		0	20	0	1	56	0	2	14
MIR3936HG		9	4	0	0	30	8	0	12
MIR3936		0	0	0	0	0	0	0	0
SLC22A5		51	206	18	131	376	149	219	119
CARINH		4	128	8	44	150	32	83	37
LINC02863		0	16	3	0	0	0	4	0
ENSG00000202533		0	6	0	0	0	16	0	0
ENSG00000234290		0	12	16	0	18	4	12	6
IRF1		169	500	103	384	878	456	546	458
IL5		0	0	0	12	0	0	0	0
RAD50		131	243	60	169	362	174	228	130
TH2LCRR		0	0	0	0	0	10	6	0
KIF3A		93	227	78	141	332	206	237	105
SEPTIN8		68	312	50	187	575	321	259	176
SOWAHA		18	16	24	14	75	24	24	2
SHROOM1		562	2514	530	1020	4483	2249	1599	1263
RNA5SP192		0	0	0	0	0	0	0	0
GDF9		0	0	0	0	0	0	4	0
UQCRQ		153	328	177	243	671	374	288	252
LEAP2		0	25	0	0	0	4	2	0
AFF4		782	1619	310	821	2482	1348	1070	800
EEF1A1P50		16	26	10	0	15	3	12	8
ENSG00000202417		4	19	0	9	4	0	0	34
ATP6V0E1P1		0	0	0	0	18	0	11	0
AFF4-DT		0	0	15	0	6	2	0	0
ENSG00000199677		2	6	0	2	6	2	0	0
ZCCHC10		38	76	27	30	46	62	31	62
ENSG00000248648		0	0	0	0	0	0	0	0
HSPA4		737	1034	421	746	2265	1395	856	736
ENSG00000279691		6	0	0	28	47	0	0	0
FSTL4		8	4	0	6	0	6	0	12
C5orf15		170	405	169	268	619	479	199	226
VDAC1		536	1211	426	629	2849	1347	910	774
ENSG00000271737		0	4	14	0	14	3	6	2
TCF7		287	1029	268	338	1339	667	528	447
SKP1		226	488	96	332	682	445	250	168
PPP2CA		110	336	102	388	825	292	342	207
ENSG00000273345		0	20	0	0	48	0	15	34
PPP2CA-DT		2	52	2	2	0	4	10	0
ENSG00000239615		0	0	0	0	0	0	0	0
CDKL3		0	28	0	0	0	0	0	0
UBE2B		218	298	65	205	381	298	240	247
ENSG00000279469		6	0	0	0	0	0	0	0
ENSG00000248559		0	4	0	0	0	0	2	0
CDKN2AIPNL		159	245	111	166	670	256	188	89
ENSG00000250994		0	0	0	0	0	11	0	0
LINC01843		36	34	16	55	22	32	15	14
RN7SL541P		0	10	0	0	0	1	0	0
ENSG00000280420		0	4	0	8	0	0	0	0
JADE2		571	1256	342	1025	1666	1513	993	860
SAR1B		248	507	103	187	880	449	316	334
SEC24A		172	394	49	304	529	196	463	184
RNU6-1164P		0	0	0	0	0	0	0	0
CAMLG		56	206	170	235	593	244	291	192
DDX46		382	382	161	376	818	490	451	257
ENSG00000241179		0	0	6	0	0	6	0	26
C5orf24		352	530	231	223	1100	446	373	185
TXNDC15		89	229	42	111	215	179	234	111
PCBD2		50	103	14	76	133	198	88	97
ENSG00000279799		0	4	14	22	0	2	0	12
MTCYBP18		3	0	1	0	3	8	4	2
MTND6P4		14	9	11	0	10	3	2	0
MTND5P11		2	2	0	16	22	4	12	16
MTND4P12		10	23	2	2	32	3	7	18
MTND4LP30		0	0	2	0	1	1	0	2
MTND3P25		10	0	0	0	0	0	0	0
CATSPER3		9	0	0	0	0	0	2	0
PITX1		304	825	289	521	1280	689	689	419
PITX1-AS1		0	36	2	23	14	8	0	4
ENSG00000277619		0	0	2	0	17	6	16	0
EPIST		0	5	0	14	8	4	0	0
ENSG00000248482		0	14	0	0	0	0	0	0
LINC02900		0	0	0	6	0	0	0	2
MACROH2A1		326	937	322	391	1338	929	351	453
ENSG00000270021		0	0	0	0	7	0	0	0
TIFAB		0	0	0	0	0	0	0	0
CXCL14		0	0	0	0	0	0	0	0
TGFBI		900	1619	428	1409	3123	2213	777	1263
SMAD5-AS1		0	40	0	0	20	0	0	0
SMAD5		392	557	185	340	1019	443	469	361
SMIM32		0	6	0	0	13	22	0	0
TRPC7		0	0	0	0	0	0	0	0
ENSG00000249803		0	12	0	0	0	0	0	0
ENSG00000250284		0	0	0	0	0	0	0	0
SPOCK1		0	0	0	0	8	0	0	0
KLHL3		22	77	13	24	184	57	117	42
ENSG00000270237		0	0	0	0	0	0	0	0
HNRNPA0		801	1392	446	1199	2720	1836	1159	1135
ENSG00000270697		0	0	0	0	0	0	0	0
NPY6R		2	10	0	4	0	0	0	2
PKD2L2-DT		0	0	0	0	0	0	0	0
MYOT		0	0	0	0	0	0	0	0
PKD2L2		0	14	0	0	4	27	0	0
FAM13B		58	99	38	102	114	78	60	33
ENSG00000277843		0	0	0	0	4	0	0	0
FAM13B-AS1		0	4	0	7	0	0	0	0
NME5		0	0	0	0	0	0	0	0
BRD8		161	196	38	167	508	203	190	124
KIF20A		206	245	20	318	270	438	52	142
CDC23		92	238	49	185	320	296	206	268
CDC25C		36	43	8	14	76	57	10	34
FAM53C		171	357	121	141	417	277	185	97
KDM3B		596	1284	382	799	1992	1214	957	802
REEP2		0	0	0	0	46	0	0	0
EGR1		40	431	156	143	786	533	222	198
RPL7P19		18	0	0	14	0	10	8	0
ETF1		318	754	127	302	956	782	493	456
ENSG00000278947		28	0	0	0	0	0	12	0
HSPA9		832	1736	522	889	2533	1674	1335	795
SNORD63B		0	0	6	4	0	6	0	0
SNORD63		22	40	14	32	36	28	34	39
CTNNA1		1211	3149	877	1660	6122	2646	2669	1987
LRRTM2		38	73	0	2	38	2	36	16
SIL1		137	277	138	171	487	323	193	135
RNA5SP194		0	2	0	0	0	9	0	0
ENSG00000249593		0	48	0	4	2	69	40	0
MATR3		885	1246	278	909	1900	1376	1120	923
SNORA74D		208	273	98	170	428	426	192	174
SNORA74A		403	1235	225	521	2222	879	652	494
RNA5SP195		10	12	13	9	7	4	0	0
RN7SKP64		0	0	20	0	16	13	30	12
PAIP2		252	622	156	342	856	416	498	257
SLC23A1		0	20	0	14	2	22	16	10
MZB1		0	0	0	20	34	2	6	44
PROB1		69	142	52	64	86	61	87	28
SPATA24		13	16	0	20	16	4	0	4
DNAJC18		14	36	0	18	52	0	23	30
STING1		68	162	34	140	157	142	62	143
UBE2D2		232	640	216	322	786	456	374	294
H3P25		0	0	0	0	0	0	2	0
ENSG00000272255		2	0	0	0	0	0	0	0
CXXC5		275	955	324	511	1926	976	684	519
CXXC5-AS1		30	30	20	38	33	60	0	39
ENSG00000249526		21	36	16	0	44	9	0	12
PSD2-AS1		0	0	0	0	0	30	0	0
PSD2		0	21	0	15	0	0	0	0
NRG2		0	0	0	0	0	0	0	0
MALINC1		28	24	0	0	2	6	0	8
PURA		151	345	46	183	470	289	207	243
IGIP		18	16	30	32	20	29	8	0
ENSG00000254363		0	0	0	36	0	4	0	0
CYSTM1		537	1333	259	713	1548	779	734	626
ENSG00000250069		10	15	0	0	28	0	0	2
PFDN1		78	198	49	156	402	178	126	128
HBEGF		12	22	8	34	45	0	27	40
ENSG00000253965		0	0	0	0	0	0	0	0
SLC4A9		0	0	0	0	0	0	0	0
ANKHD1		3	9	5	56	55	33	16	26
ANKHD1-EIF4EBP3		3	6	0	0	4	0	0	0
SRA1		196	181	50	190	312	252	129	195
EIF4EBP3		6	6	0	10	8	50	0	0
APBB3		7	31	8	32	97	108	48	10
SLC35A4		109	330	55	141	744	381	217	265
CD14		4	24	0	12	53	18	0	0
NDUFA2		94	212	27	191	388	332	181	124
TMCO6		110	144	26	98	239	90	90	112
IK		201	247	96	302	557	491	127	360
WDR55		246	771	199	550	1184	757	430	378
HARS1		270	325	73	245	732	459	277	225
HARS2		82	93	57	50	250	73	104	47
ZMAT2		158	195	76	139	358	286	145	169
VTRNA1-1		23281	28102	5369	8942	41072	19077	9225	8075
VTRNA1-2		9326	7530	1342	2867	12453	5979	2932	2164
VTRNA1-3		559	1254	336	793	2842	1455	476	559
PCDHA2		9	0	0	0	10	26	2	0
PCDHA3		0	10	0	0	2	16	10	0
PCDHA4		0	0	0	0	21	20	0	0
PCDHA5		0	10	0	0	16	18	0	6
PCDHA6		0	0	0	0	0	0	2	0
PCDHA7		0	0	0	0	0	0	0	0
PCDHA8		0	0	0	0	6	0	0	0
PCDHA9		0	0	0	0	6	0	0	0
PCDHA10		0	4	0	0	18	0	2	0
PCDHA12		0	0	0	0	0	0	0	0
PCDHAC1		0	0	0	0	0	0	0	0
PCDHB2		45	62	2	45	85	35	66	28
ENSG00000272154		0	0	8	1	0	0	0	0
PCDHB3		0	12	6	10	39	1	14	0
ENSG00000272108		4	0	2	4	14	0	0	0
PCDHB4		0	2	0	32	20	4	6	0
PCDHB5		8	80	12	16	38	44	17	36
PCDHB6		2	50	0	8	54	0	11	10
PCDHB17P		0	14	0	2	0	44	0	0
PCDHB7		0	8	10	14	47	10	22	0
PCDHB8		6	13	0	24	46	28	21	2
PCDHB16		2	0	0	10	18	3	26	28
PCDHB9		5	0	0	0	20	2	0	4
PCDHB10		4	20	0	0	0	6	0	0
PCDHB11		10	0	0	14	25	1	28	16
PCDHB12		0	0	0	0	28	6	0	0
PCDHB13		0	30	0	4	13	7	2	2
PCDHB14		16	32	0	24	18	7	0	2
PCDHB18P		0	0	0	12	0	0	0	0
PCDHB19P		0	0	0	0	14	0	0	0
PCDHB15		0	0	6	26	3	0	6	16
